time,p_rgh,omega,k
0.382553,4.1025217e-12,1.7608317e-08,2.5916517e-08
0.382579,4.1490548e-12,1.7734291e-08,2.6000453e-08
0.382606,4.3117407e-12,1.7861238e-08,2.6084576e-08
0.382632,4.356781e-12,1.7988862e-08,2.6168347e-08
0.382659,4.513601e-12,1.8116976e-08,2.6252122e-08
0.382685,4.5300841e-12,1.824658e-08,2.6336749e-08
0.382712,4.6706766e-12,1.8377642e-08,2.6423946e-08
0.382738,4.7220261e-12,1.8590851e-08,2.6627048e-08
0.382765,4.8063623e-12,1.8722307e-08,2.6715293e-08
0.382791,4.817134e-12,1.885454e-08,2.6804066e-08
0.382818,4.9286253e-12,1.8987094e-08,2.6893986e-08
0.382844,4.9336444e-12,1.9120285e-08,2.6984589e-08
0.382871,5.0301186e-12,1.9255021e-08,2.7076961e-08
0.382897,5.0068579e-12,1.9392598e-08,2.717197e-08
0.382924,5.1017047e-12,1.9532952e-08,2.7269184e-08
0.38295,5.0611307e-12,1.967255e-08,2.736575e-08
0.382977,5.1974026e-12,1.9815003e-08,2.7465516e-08
0.383003,5.1169012e-12,1.9869884e-08,2.7443223e-08
0.38303,5.2763615e-12,2.0017081e-08,2.7545608e-08
0.383056,5.2381838e-12,2.0167156e-08,2.765e-08
0.383083,5.3034109e-12,2.0320464e-08,2.7756581e-08
0.383109,5.2392857e-12,2.0477229e-08,2.7864986e-08
0.383136,5.3044677e-12,2.0637452e-08,2.7975193e-08
0.383162,5.229879e-12,2.0801059e-08,2.8087703e-08
0.383189,5.2830542e-12,2.0968108e-08,2.8202268e-08
0.383215,5.2261596e-12,2.1139182e-08,2.8319865e-08
0.383242,5.2929889e-12,2.1315465e-08,2.844112e-08
0.383268,5.6350273e-12,2.1494818e-08,2.8563584e-08
0.383294,5.7910033e-12,2.1676776e-08,2.8684812e-08
0.383321,5.7448713e-12,2.1861761e-08,2.8810019e-08
0.383347,5.7813147e-12,2.2049916e-08,2.8938475e-08
0.383374,5.767463e-12,2.2241275e-08,2.9069673e-08
0.3834,5.8052239e-12,2.243613e-08,2.9205037e-08
0.383427,5.8034669e-12,2.2634118e-08,2.9342105e-08
0.383453,5.869066e-12,2.2835053e-08,2.9481326e-08
0.38348,5.861283e-12,2.303864e-08,2.9623032e-08
0.383506,5.9296142e-12,2.3245154e-08,2.9767991e-08
0.383533,5.9174257e-12,2.3454698e-08,2.9915933e-08
0.383559,6.0676909e-12,2.3667405e-08,3.0065593e-08
0.383586,6.0319233e-12,2.3883398e-08,3.0219452e-08
0.383612,6.0842073e-12,2.4102641e-08,3.0375446e-08
0.383639,6.1095051e-12,2.4211756e-08,3.0391971e-08
0.383665,6.2169482e-12,2.4436835e-08,3.0552681e-08
0.383691,6.2863975e-12,2.4665287e-08,3.0716995e-08
0.383718,6.386298e-12,2.48971e-08,3.0884846e-08
0.383744,6.4498052e-12,2.513231e-08,3.105472e-08
0.383771,6.5399568e-12,2.5370937e-08,3.1228232e-08
0.383797,6.5525147e-12,2.5613069e-08,3.1405259e-08
0.383824,6.6733799e-12,2.5858779e-08,3.1585227e-08
0.38385,6.6924649e-12,2.6108331e-08,3.176852e-08
0.383876,6.7835178e-12,2.636156e-08,3.1955115e-08
0.383903,6.82094e-12,2.6618308e-08,3.2145166e-08
0.383929,6.9312346e-12,2.6878178e-08,3.2337599e-08
0.383956,6.8738455e-12,2.7141652e-08,3.2533437e-08
0.383982,7.0950002e-12,2.7408638e-08,3.2732395e-08
0.384009,7.1297699e-12,2.76794e-08,3.2934273e-08
0.384035,7.2045559e-12,2.7953586e-08,3.3139134e-08
0.384061,6.3176579e-12,2.8231627e-08,3.3347083e-08
0.384088,6.3986527e-12,2.8513715e-08,3.3558332e-08
0.384114,6.3978708e-12,2.8799931e-08,3.377259e-08
0.384141,6.5030992e-12,2.9102733e-08,3.3994481e-08
0.384167,6.5094977e-12,2.9411949e-08,3.4218488e-08
0.384194,6.5777468e-12,2.9722535e-08,3.4444026e-08
0.38422,6.6397501e-12,3.0035271e-08,3.4672455e-08
0.384247,6.6779411e-12,3.0350721e-08,3.490367e-08
0.384273,6.6677435e-12,3.0669368e-08,3.5138503e-08
0.384299,6.7554512e-12,3.0992107e-08,3.5382655e-08
0.384326,6.7291007e-12,3.1318978e-08,3.5630123e-08
0.384352,6.7404321e-12,3.1650401e-08,3.5880563e-08
0.384379,6.7223284e-12,3.1986356e-08,3.6134434e-08
0.384405,6.5608986e-12,3.2327177e-08,3.6391903e-08
0.384432,6.6069159e-12,3.2673737e-08,3.6652186e-08
0.384458,6.6173004e-12,3.3026652e-08,3.6916363e-08
0.384484,6.5044766e-12,3.33849e-08,3.7183544e-08
0.384511,6.5022836e-12,3.374842e-08,3.7453764e-08
0.384537,6.5941054e-12,3.4117272e-08,3.7726709e-08
0.384564,6.4733202e-12,3.4491557e-08,3.8002854e-08
0.38459,6.7278203e-12,3.4874174e-08,3.8283031e-08
0.384617,6.464991e-12,3.526153e-08,3.8566724e-08
0.384643,6.3966606e-12,3.5654185e-08,3.885407e-08
0.384669,6.3334319e-12,3.6050101e-08,3.9143892e-08
0.384696,6.4255315e-12,3.6453136e-08,3.9439067e-08
0.384722,6.9254746e-12,3.6863734e-08,3.9737617e-08
0.384749,6.7252429e-12,3.7281425e-08,4.003936e-08
0.384775,5.2251107e-12,3.7705644e-08,4.0342888e-08
0.384802,6.655379e-12,3.8137163e-08,4.0653996e-08
0.384828,6.6355103e-12,3.8575836e-08,4.0969634e-08
0.384854,5.6917634e-12,3.9022099e-08,4.1289426e-08
0.384881,6.8342416e-12,3.967427e-08,4.1823907e-08
0.384907,4.3512309e-12,4.0133829e-08,4.2152189e-08
0.384934,3.0575152e-12,4.0602153e-08,4.2484222e-08
0.38496,6.0823032e-12,4.1053434e-08,4.2809242e-08
0.384987,6.6193769e-12,4.1483536e-08,4.3130816e-08
0.385013,6.6650289e-12,4.1892356e-08,4.3451193e-08
0.38504,6.7248649e-12,4.2280676e-08,4.3771776e-08
0.385066,4.035189e-12,4.2652303e-08,4.4097886e-08
0.385093,3.7634084e-12,4.3018691e-08,4.4429769e-08
0.385119,6.8856514e-12,4.3446309e-08,4.4789399e-08
0.385146,6.9448395e-12,4.3843899e-08,4.5135266e-08
0.385172,6.2418719e-12,4.421505e-08,4.5483265e-08
0.385199,6.7811387e-12,4.4562746e-08,4.5831043e-08
0.385225,8.5675747e-12,4.4889013e-08,4.6177243e-08
0.385252,7.4608928e-12,4.5195659e-08,4.6524947e-08
0.385278,8.702241e-12,4.5480427e-08,4.687187e-08
0.385305,9.0386778e-12,4.5745479e-08,4.7219161e-08
0.385331,9.0202364e-12,4.5994028e-08,4.7569954e-08
0.385358,8.7246149e-12,4.6227515e-08,4.7922655e-08
0.385384,7.9259712e-12,4.6446021e-08,4.8275956e-08
0.385411,6.8948916e-12,4.6650247e-08,4.8629838e-08
0.385437,6.2115356e-12,4.6838108e-08,4.8984654e-08
0.385463,7.5617849e-12,4.7013852e-08,4.9343077e-08
0.38549,4.5072509e-12,4.7184717e-08,4.9706312e-08
0.385516,3.7099356e-12,4.7343175e-08,5.0078295e-08
0.385543,2.2665664e-12,4.7485577e-08,5.0449446e-08
0.385569,1.9283228e-12,4.7611827e-08,5.0818175e-08
0.385596,6.3871124e-12,4.7721402e-08,5.1187063e-08
0.385622,5.5300598e-12,4.7812521e-08,5.1555594e-08
0.385649,4.6588951e-12,4.7879219e-08,5.1925063e-08
0.385675,2.2524567e-12,4.7928288e-08,5.2297114e-08
0.385702,5.1771972e-12,4.7961013e-08,5.2665772e-08
0.385728,2.0764572e-12,4.7976156e-08,5.3033304e-08
0.385755,3.6682228e-12,4.7973227e-08,5.3398913e-08
0.385781,5.4662908e-12,4.7951225e-08,5.3762366e-08
0.385808,5.9644435e-12,4.7907485e-08,5.4125442e-08
0.385834,5.5290605e-12,4.7854759e-08,5.447883e-08
0.385861,6.0166191e-12,4.8200564e-08,5.4976667e-08
0.385887,6.0837687e-12,4.8230878e-08,5.5305773e-08
0.385914,3.9429701e-12,4.8085178e-08,5.5614419e-08
0.38594,5.5078015e-12,4.7820645e-08,5.5908579e-08
0.385967,6.2640563e-12,4.749105e-08,5.6206225e-08
0.385993,6.1269936e-12,4.7126074e-08,5.6506449e-08
0.38602,6.497412e-12,4.6734992e-08,5.679975e-08
0.386046,5.448647e-12,4.6334196e-08,5.7090063e-08
0.386072,5.6900736e-12,4.5925687e-08,5.7372846e-08
0.386099,6.1256683e-12,4.5562093e-08,5.7686237e-08
0.386125,5.5211192e-12,4.5170547e-08,5.798605e-08
0.386152,5.5246838e-12,4.4799907e-08,5.82851e-08
0.386178,6.691839e-12,4.450367e-08,5.8627402e-08
0.386205,6.1416494e-12,4.4216043e-08,5.8949585e-08
0.386231,6.4260056e-12,4.3942353e-08,5.9275162e-08
0.386258,6.3100042e-12,4.3683294e-08,5.9613406e-08
0.386284,5.1461229e-12,4.344609e-08,5.9952574e-08
0.386311,6.6646843e-12,4.3284171e-08,6.0294437e-08
0.386337,6.6145737e-12,4.3209209e-08,6.0638069e-08
0.386364,5.8138717e-12,4.3133005e-08,6.0985311e-08
0.38639,5.4237173e-12,4.3069684e-08,6.1331466e-08
0.386417,3.9917981e-12,4.3023713e-08,6.1676897e-08
0.386443,5.4780718e-12,4.3001178e-08,6.2022022e-08
0.38647,5.5640173e-12,4.3017263e-08,6.2369374e-08
0.386496,5.6228267e-12,4.3037951e-08,6.2711517e-08
0.386523,5.2844293e-12,4.3062217e-08,6.3050682e-08
0.386549,4.6545645e-12,4.3089409e-08,6.3385068e-08
0.386576,5.3863396e-12,4.2964324e-08,6.3663782e-08
0.386602,5.294737e-12,4.2827463e-08,6.396149e-08
0.386628,5.3381606e-12,4.2691366e-08,6.4260504e-08
0.386655,5.1841878e-12,4.2551832e-08,6.4557128e-08
0.386681,5.163629e-12,4.240851e-08,6.4851724e-08
0.386708,4.8900822e-12,4.2260512e-08,6.5140361e-08
0.386734,5.0763879e-12,4.2134812e-08,6.539417e-08
0.386761,5.1679532e-12,4.1995624e-08,6.566177e-08
0.386787,5.2791991e-12,4.1840391e-08,6.5924077e-08
0.386814,4.2031479e-12,4.1669086e-08,6.6186031e-08
0.38684,4.6825344e-12,4.1477079e-08,6.64478e-08
0.386867,5.0740088e-12,4.125973e-08,6.6706908e-08
0.386893,4.9453526e-12,4.101502e-08,6.6960232e-08
0.38692,4.6580862e-12,4.0743116e-08,6.7205495e-08
0.386946,3.1547624e-12,4.0443094e-08,6.744214e-08
0.386973,3.3078747e-12,4.0114775e-08,6.7667704e-08
0.386999,3.4707065e-12,3.9761674e-08,6.7884603e-08
0.387026,3.4357011e-12,3.9382512e-08,6.8096125e-08
0.387052,4.2340477e-12,3.8805737e-08,6.8177003e-08
0.387079,5.0316201e-12,3.8543646e-08,6.8357626e-08
0.387105,4.306909e-12,3.8294203e-08,6.8596888e-08
0.387132,4.004709e-12,3.8001264e-08,6.8796564e-08
0.387158,4.4621819e-12,3.7668744e-08,6.9081304e-08
0.387185,4.1103734e-12,3.7297545e-08,6.9426833e-08
0.387211,3.9190617e-12,3.6964495e-08,6.9757931e-08
0.387237,3.2192068e-12,3.670439e-08,7.0067281e-08
0.387264,4.1433555e-12,3.6983135e-08,7.0367278e-08
0.38729,5.0802219e-12,3.7300148e-08,7.0672962e-08
0.387317,4.467913e-12,3.7509323e-08,7.0914587e-08
0.387343,4.0224557e-12,3.7627268e-08,7.1129825e-08
0.38737,4.0445071e-12,3.769581e-08,7.1354248e-08
0.387396,3.9201497e-12,3.8080905e-08,7.1480798e-08
0.387423,3.9959123e-12,3.8729555e-08,7.1474359e-08
0.387449,3.6803395e-12,3.9310428e-08,7.1654337e-08
0.387476,3.6473912e-12,3.9560235e-08,7.1828906e-08
0.387502,3.6863536e-12,3.936909e-08,7.2293323e-08
0.387529,3.6779869e-12,3.9156073e-08,7.2737248e-08
0.387555,3.7512884e-12,3.89219e-08,7.3164122e-08
0.387582,3.9776137e-12,3.8658605e-08,7.3573686e-08
0.387608,4.017294e-12,3.8975863e-08,7.3950735e-08
0.387635,3.4469719e-12,3.9327231e-08,7.421766e-08
0.387661,3.4167596e-12,3.9613693e-08,7.4481557e-08
0.387688,3.5535168e-12,3.9838923e-08,7.4740056e-08
0.387714,3.3655124e-12,4.0010695e-08,7.4991327e-08
0.387741,3.197584e-12,4.0133245e-08,7.5237431e-08
0.387767,3.3966223e-12,4.0212323e-08,7.5478812e-08
0.387794,3.4917533e-12,4.0351525e-08,7.5713152e-08
0.38782,3.5781182e-12,4.0702852e-08,7.5940605e-08
0.387846,3.4839556e-12,4.1090858e-08,7.6300275e-08
0.387873,3.9930693e-12,4.1423469e-08,7.6665808e-08
0.387899,4.0009707e-12,4.1618718e-08,7.6963757e-08
0.387926,3.7537186e-12,4.1253271e-08,7.6931562e-08
0.387952,3.9272138e-12,4.0899852e-08,7.71063e-08
0.387979,4.0125781e-12,4.0556305e-08,7.7277527e-08
0.388005,4.0725638e-12,4.0222847e-08,7.7441254e-08
0.388032,4.0248774e-12,3.9898974e-08,7.7595561e-08
0.388058,4.0797193e-12,3.9633251e-08,7.7741294e-08
0.388085,3.6554674e-12,3.9381667e-08,7.7911099e-08
0.388111,4.0877466e-12,3.9128765e-08,7.8048485e-08
0.388138,4.4941001e-12,3.8993963e-08,7.8321859e-08
0.388164,4.8146484e-12,3.8887498e-08,7.8777439e-08
0.388191,4.0390909e-12,3.875306e-08,7.9202018e-08
0.388217,5.8652656e-12,3.8609791e-08,7.9590765e-08
0.388244,6.1033433e-12,3.8461369e-08,7.9962519e-08
0.38827,5.9302646e-12,3.830703e-08,8.0317653e-08
0.388297,6.9861572e-12,3.8183451e-08,8.0647542e-08
0.388323,4.3436776e-12,3.8207168e-08,8.0967742e-08
0.38835,3.755702e-12,3.8333531e-08,8.1285827e-08
0.388376,3.5748755e-12,3.847971e-08,8.1588124e-08
0.388403,4.6786761e-12,3.8585837e-08,8.1904933e-08
0.388429,5.0326205e-12,3.8641479e-08,8.2239972e-08
0.388455,4.3376181e-12,3.8683126e-08,8.2515535e-08
0.388482,4.1350533e-12,3.8756675e-08,8.2829275e-08
0.388508,3.8306433e-12,3.8838668e-08,8.3117979e-08
0.388535,3.7554272e-12,3.8899473e-08,8.335066e-08
0.388561,4.2403341e-12,3.8938639e-08,8.3557335e-08
0.388588,4.6215449e-12,3.8952117e-08,8.3738112e-08
0.388614,4.5869245e-12,3.8945094e-08,8.388879e-08
0.388641,4.6175215e-12,3.8919962e-08,8.401471e-08
0.388667,4.7193442e-12,3.8909418e-08,8.4122964e-08
0.388694,4.7369826e-12,3.8909326e-08,8.4331976e-08
0.38872,4.8193378e-12,3.8888515e-08,8.4523611e-08
0.388747,4.5358835e-12,3.8847028e-08,8.4696578e-08
0.388773,4.0865061e-12,3.8726987e-08,8.4914313e-08
0.3888,3.5681158e-12,3.8556136e-08,8.5140799e-08
0.388826,4.5594857e-12,3.8587686e-08,8.5135176e-08
0.388853,4.7193523e-12,3.8798974e-08,8.5754863e-08
0.388879,3.2674387e-12,3.8699263e-08,8.5817394e-08
0.388906,4.5277928e-12,3.8586988e-08,8.5861366e-08
0.388932,5.1419401e-12,3.8472374e-08,8.5871628e-08
0.388959,4.4909314e-12,3.851181e-08,8.5859243e-08
0.388985,4.6396903e-12,3.8530364e-08,8.5820139e-08
0.389012,4.685169e-12,3.8535494e-08,8.576363e-08
0.389039,5.0711e-12,3.8532531e-08,8.5683467e-08
0.389065,5.0040545e-12,3.8498779e-08,8.5563187e-08
0.389092,5.0585442e-12,3.8436423e-08,8.547927e-08
0.389118,4.8480923e-12,3.8356996e-08,8.5385195e-08
0.389145,4.7009088e-12,3.8257374e-08,8.5270242e-08
0.389171,4.6524502e-12,3.8133766e-08,8.5143309e-08
0.389198,4.6743348e-12,3.7987228e-08,8.5005642e-08
0.389224,4.617416e-12,3.7819499e-08,8.4856138e-08
0.389251,4.6425419e-12,3.7633789e-08,8.4694926e-08
0.389277,4.6539177e-12,3.7468033e-08,8.4497707e-08
0.389304,4.2379747e-12,3.7302068e-08,8.4299459e-08
0.38933,5.1547439e-12,3.7150247e-08,8.425962e-08
0.389357,5.16345e-12,3.7126644e-08,8.415216e-08
0.389384,5.2507467e-12,3.7146993e-08,8.4029828e-08
0.38941,5.3535728e-12,3.7132533e-08,8.3971415e-08
0.389437,5.0364916e-12,3.7052746e-08,8.4004944e-08
0.389463,4.4750119e-12,3.7059797e-08,8.4014827e-08
0.38949,4.4382652e-12,3.7118349e-08,8.4001367e-08
0.389516,4.9587218e-12,3.7141369e-08,8.3967899e-08
0.389543,5.2402949e-12,3.7419958e-08,8.4537983e-08
0.389569,5.4578639e-12,3.7397962e-08,8.4480983e-08
0.389596,5.7305765e-12,3.7352006e-08,8.4415504e-08
0.389623,5.758386e-12,3.7282905e-08,8.4341907e-08
0.389649,4.516004e-12,3.7190497e-08,8.4260708e-08
0.389676,6.6542022e-12,3.7079337e-08,8.417094e-08
0.389703,3.3314283e-12,3.6948847e-08,8.4073227e-08
0.389729,3.9010459e-12,3.6802129e-08,8.3957238e-08
0.389756,4.0247768e-12,3.6759204e-08,8.4018744e-08
0.389782,5.7825986e-12,3.6732978e-08,8.4075585e-08
0.389809,5.901484e-12,3.6622046e-08,8.4116113e-08
0.389836,6.096134e-12,3.6450594e-08,8.4128387e-08
0.389862,5.6987463e-12,3.6240221e-08,8.4094172e-08
0.389889,5.7565594e-12,3.6055475e-08,8.397514e-08
0.389915,5.8442459e-12,3.6056684e-08,8.3842585e-08
0.389942,6.0062381e-12,3.6009767e-08,8.3727786e-08
0.389969,5.9904995e-12,3.5933567e-08,8.3612465e-08
0.389995,5.9906804e-12,3.5840063e-08,8.3473019e-08
0.390022,5.5679977e-12,3.5744778e-08,8.3320536e-08
0.390048,5.7850917e-12,3.5642302e-08,8.315176e-08
0.390075,5.7706502e-12,3.5530329e-08,8.3012604e-08
0.390102,5.2886399e-12,3.5416091e-08,8.294425e-08
0.390128,4.6987953e-12,3.5535779e-08,8.2826624e-08
0.390155,4.801577e-12,3.5662018e-08,8.2709701e-08
0.390181,4.4939164e-12,3.5766573e-08,8.2584432e-08
0.390208,4.4871371e-12,3.5853992e-08,8.2440943e-08
0.390235,5.2694698e-12,3.5920612e-08,8.228699e-08
0.390261,4.9468338e-12,3.5884523e-08,8.2277942e-08
0.390288,4.8877942e-12,3.587933e-08,8.2239813e-08
0.390315,4.9536694e-12,3.5892615e-08,8.2160514e-08
0.390341,5.4985974e-12,3.5911958e-08,8.2051388e-08
0.390368,5.2186213e-12,3.5935954e-08,8.1916757e-08
0.390394,5.642321e-12,3.5960885e-08,8.1763888e-08
0.390421,6.976674e-12,3.5969347e-08,8.1579706e-08
0.390448,6.409967e-12,3.5963981e-08,8.1359743e-08
0.390474,6.3635695e-12,3.5988965e-08,8.1124562e-08
0.390501,5.1583957e-12,3.5995342e-08,8.0933207e-08
0.390527,3.472275e-12,3.5693446e-08,8.0074898e-08
0.390554,3.6121882e-12,3.5680006e-08,7.9860113e-08
0.39058,5.0916571e-12,3.5650547e-08,7.9642342e-08
0.390607,5.220384e-12,3.5610494e-08,7.9595637e-08
0.390633,5.3100223e-12,3.5554497e-08,7.9558361e-08
0.39066,5.0216196e-12,3.5481443e-08,7.9504466e-08
0.390687,5.0800552e-12,3.5391524e-08,7.9435804e-08
0.390713,4.2224273e-12,3.5284395e-08,7.9352863e-08
0.39074,4.7756968e-12,3.5162122e-08,7.9241706e-08
0.390766,4.9974681e-12,3.5084046e-08,7.9105404e-08
0.390793,4.6752474e-12,3.5123789e-08,7.896869e-08
0.390819,4.3890215e-12,3.5149761e-08,7.8816448e-08
0.390846,4.9677605e-12,3.5164157e-08,7.86531e-08
0.390872,5.3484195e-12,3.5192336e-08,7.8476889e-08
0.390899,3.9004391e-12,3.5242065e-08,7.8306756e-08
0.390925,6.2204012e-12,3.5294859e-08,7.8116724e-08
0.390952,5.7424059e-12,3.5385931e-08,7.7911678e-08
0.390978,5.6838828e-12,3.5464793e-08,7.7707912e-08
0.391005,6.0037158e-12,3.5533076e-08,7.750321e-08
0.391031,6.038369e-12,3.5592061e-08,7.7295317e-08
0.391058,6.0470878e-12,3.5642255e-08,7.7086702e-08
0.391085,5.9456529e-12,3.5683993e-08,7.6875517e-08
0.391111,5.9137151e-12,3.571717e-08,7.6660848e-08
0.391138,5.2099878e-12,3.5742189e-08,7.6438436e-08
0.391164,5.536849e-12,3.5759648e-08,7.6217179e-08
0.391191,5.9972055e-12,3.5807854e-08,7.5999226e-08
0.391217,6.417288e-12,3.5850637e-08,7.5783505e-08
0.391244,6.2400995e-12,3.5884002e-08,7.5564763e-08
0.39127,6.2366505e-12,3.595199e-08,7.5345775e-08
0.391297,5.9827202e-12,3.6048757e-08,7.5129947e-08
0.391323,6.0151769e-12,3.6138244e-08,7.4917727e-08
0.39135,5.920341e-12,3.622086e-08,7.4705562e-08
0.391376,5.918995e-12,3.6296793e-08,7.4491717e-08
0.391403,6.5267802e-12,3.6365973e-08,7.4276728e-08
0.391429,5.391689e-12,3.6429185e-08,7.4063444e-08
0.391456,5.6992889e-12,3.6487011e-08,7.3911067e-08
0.391483,6.6304803e-12,3.6541472e-08,7.3801975e-08
0.391509,6.6843219e-12,3.6591073e-08,7.3689676e-08
0.391536,6.1404107e-12,3.6570438e-08,7.3652295e-08
0.391562,6.3891694e-12,3.6647183e-08,7.3492795e-08
0.391589,5.0445561e-12,3.6676548e-08,7.3377488e-08
0.391615,4.8717628e-12,3.6692102e-08,7.3262903e-08
0.391642,4.972433e-12,3.6683905e-08,7.3164255e-08
0.391668,4.2966429e-12,3.6665741e-08,7.3062358e-08
0.391695,4.4989839e-12,3.6644382e-08,7.2961704e-08
0.391721,4.1795827e-12,3.6617394e-08,7.2864973e-08
0.391748,3.5413535e-12,3.6585679e-08,7.2767595e-08
0.391774,3.6560107e-12,3.6661671e-08,7.2673806e-08
0.391801,4.2335326e-12,3.6733621e-08,7.2581203e-08
0.391827,4.4137912e-12,3.6798143e-08,7.2492224e-08
0.391854,3.4216771e-12,3.6857138e-08,7.2405764e-08
0.391881,3.4589462e-12,3.6906033e-08,7.2313247e-08
0.391907,3.8880753e-12,3.6937305e-08,7.2272344e-08
0.391934,3.5929469e-12,3.6951689e-08,7.2225343e-08
0.39196,2.7233729e-12,3.6951341e-08,7.2154017e-08
0.391987,2.5056419e-12,3.6938987e-08,7.2064984e-08
0.392013,2.4159957e-12,3.7277094e-08,7.2662905e-08
0.39204,5.0083919e-12,3.7250056e-08,7.2562433e-08
0.392067,4.3137617e-12,3.721406e-08,7.2427665e-08
0.392093,2.7703755e-12,3.7170373e-08,7.2272454e-08
0.39212,2.7444004e-12,3.7121475e-08,7.2128173e-08
0.392146,4.3316281e-12,3.7068621e-08,7.1996807e-08
0.392173,4.6109966e-12,3.7010058e-08,7.1864791e-08
0.3922,4.2012433e-12,3.6943749e-08,7.1736022e-08
0.392226,3.9844999e-12,3.6870651e-08,7.1607167e-08
0.392253,4.4132837e-12,3.6790962e-08,7.1479555e-08
0.39228,3.6730473e-12,3.6705769e-08,7.1352427e-08
0.392306,3.525076e-12,3.6636693e-08,7.1225885e-08
0.392333,3.9890762e-12,3.6637655e-08,7.1143117e-08
0.392359,4.4996149e-12,3.6667767e-08,7.1052311e-08
0.392386,4.5137071e-12,3.6681726e-08,7.0951315e-08
0.392413,4.3465931e-12,3.6684087e-08,7.0855188e-08
0.392439,4.2688827e-12,3.6678732e-08,7.0757496e-08
0.392466,3.828184e-12,3.6665652e-08,7.0652622e-08
0.392493,3.1794606e-12,3.6645025e-08,7.0563508e-08
0.392519,2.9007399e-12,3.6619407e-08,7.0471671e-08
0.392546,2.8499984e-12,3.6590434e-08,7.0378703e-08
0.392572,3.9638158e-12,3.6556244e-08,7.0283997e-08
0.392599,2.7868864e-12,3.6520367e-08,7.0186298e-08
0.392626,2.5351755e-12,3.6482011e-08,7.0086254e-08
0.392652,2.488886e-12,3.643557e-08,6.9983444e-08
0.392679,2.3689546e-12,3.6383493e-08,6.9878811e-08
0.392705,2.2648526e-12,3.6327161e-08,6.9783376e-08
0.392732,2.3517154e-12,3.6264456e-08,6.9688788e-08
0.392759,2.08434e-12,3.6206597e-08,6.957375e-08
0.392785,2.0208855e-12,3.6149937e-08,6.945866e-08
0.392812,2.006213e-12,3.611956e-08,6.9340083e-08
0.392839,1.9781951e-12,3.6156867e-08,6.9220598e-08
0.392865,1.8896656e-12,3.619341e-08,6.9124789e-08
0.392892,1.8088059e-12,3.6225189e-08,6.9128556e-08
0.392918,1.6730995e-12,3.625244e-08,6.9126489e-08
0.392945,1.749991e-12,3.6274445e-08,6.9121949e-08
0.392972,1.7683321e-12,3.6291698e-08,6.9109416e-08
0.392998,1.7375671e-12,3.6304411e-08,6.9087248e-08
0.393025,1.8518407e-12,3.6311002e-08,6.9062387e-08
0.393052,2.1051833e-12,3.6284895e-08,6.9073261e-08
0.393078,2.3084243e-12,3.6256663e-08,6.9080726e-08
0.393105,2.2558807e-12,3.622533e-08,6.9086554e-08
0.393131,2.3348508e-12,3.6190856e-08,6.9089569e-08
0.393158,2.7646068e-12,3.6151768e-08,6.9089287e-08
0.393185,2.479016e-12,3.6116586e-08,6.9080636e-08
0.393211,3.271602e-12,3.60815e-08,6.9074655e-08
0.393238,2.8475876e-12,3.6041116e-08,6.906992e-08
0.393265,4.8778478e-12,3.5998712e-08,6.9067487e-08
0.393291,3.6365189e-12,3.5538851e-08,6.8291878e-08
0.393318,2.8110302e-12,3.5478165e-08,6.8296583e-08
0.393344,2.9843128e-12,3.5407707e-08,6.8304058e-08
0.393371,3.4672078e-12,3.532983e-08,6.8311173e-08
0.393397,3.6025088e-12,3.5261306e-08,6.8331192e-08
0.393424,3.411721e-12,3.517713e-08,6.8368975e-08
0.39345,3.353963e-12,3.5075638e-08,6.8436036e-08
0.393477,4.2321432e-12,3.5091067e-08,6.8357807e-08
0.393503,4.2613446e-12,3.5124497e-08,6.8254014e-08
0.39353,3.6921893e-12,3.516288e-08,6.8138443e-08
0.393556,3.9204012e-12,3.5207807e-08,6.8008563e-08
0.393583,2.9850263e-12,3.526682e-08,6.7848727e-08
0.393609,2.0089775e-12,3.5347722e-08,6.7650679e-08
0.393636,2.979913e-12,3.5412656e-08,6.7466303e-08
0.393662,4.5539695e-12,3.5464725e-08,6.7280105e-08
0.393689,3.5824818e-12,3.550636e-08,6.7091718e-08
0.393715,3.108111e-12,3.5536634e-08,6.6904337e-08
0.393742,3.1181998e-12,3.5556266e-08,6.6719122e-08
0.393768,2.9330349e-12,3.556832e-08,6.6534984e-08
0.393795,2.783663e-12,3.5601411e-08,6.6316434e-08
0.393821,2.7334162e-12,3.5638771e-08,6.6079783e-08
0.393848,2.5202033e-12,3.5669492e-08,6.584044e-08
0.393874,2.3549689e-12,3.5697486e-08,6.559718e-08
0.393901,1.8479583e-12,3.5723711e-08,6.5350113e-08
0.393927,1.8649038e-12,3.5745639e-08,6.5131122e-08
0.393954,1.9125031e-12,3.5764175e-08,6.4922939e-08
0.393981,1.9992051e-12,3.5778781e-08,6.4715477e-08
0.394007,2.1775599e-12,3.5788239e-08,6.450098e-08
0.394034,2.226462e-12,3.5796851e-08,6.4269015e-08
0.39406,2.6485763e-12,3.5804765e-08,6.4041333e-08
0.394087,2.3563179e-12,3.5808809e-08,6.3823585e-08
0.394113,2.3496187e-12,3.5863152e-08,6.3602589e-08
0.39414,2.8832934e-12,3.5917074e-08,6.3378915e-08
0.394166,3.615009e-12,3.5966613e-08,6.3156892e-08
0.394193,2.9135745e-12,3.6496293e-08,6.3757495e-08
0.394219,3.710448e-12,3.6541446e-08,6.3521648e-08
